game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Pathfinder: Wrath Of The Righteous,9/2/2021,February 2023,,83.0,"META Publishing, Owlcat Games",Owlcat Games,PC
Fallout 76 + Fallout 1,2018-11-14,February 2023,,51,Bethesda Softworks,Bethesda Game Studios,PC
Thronebreaker: The Witcher Tales,10/1/2018,February 2023,,85.0,"CD PROJEKT RED, CD PROJEKT","CD PROJEKT RED, CD PROJEKT",PC
Othercide,2020-07-27,February 2023,,74,"Focus Home Interactive, LBC Games",Lightbulb Crew,PC
Shady Part Of Me,12/1/2020,February 2023,,78.0,Douze Dixièmes,Douze Dixièmes,PC
Scourgebringer,2/6/2020,February 2023,,,"Plug In Digital, Dear Villagers","Plug In Digital, Dear Villagers, Flying Oak Games, E-Studio",PC
Fobia - St. Dinfna Hotel,2022-06-28,February 2023,,73,Pulsatrix Studios,Pulsatrix Studios,PC
Five Dates,2020-11-17,February 2023,,66,Wales Interactive,"Wales Interactive, Good Gate Media",PC
Doom® Eternal,2020-03-20,January 2023,,86,Bethesda Softworks,"Bethesda Softworks, id Software, Bethesda Game Studios, Panic Button, Virtuos, Nerve Software",PC
Tribes Of Midgard,2021-07-27,January 2023,,72,Norsfell,Norsfell,PC
Encased: A Sci-Fi Post-Apocalyptic RPG,2021-09-07,January 2023,,73,"Prime Matter, Black Tower Entertainment",Dark Crystal Games,PC
Olliolli World - Rad Edition,2022-02-07,January 2023,,,Private Division,"Roll7, Roll 7",PC
Grow: Song Of The Evertree,2021-11-15,January 2023,,,505 Games,Prideful Sloth,PC
Conan Chop Chop,2022-03-01,January 2023,,72,Funcom,Mighty Kingdom,PC
Hokko Life,2021-06-02,January 2023,,,Team17 Digital,Wonderscope,PC
The Serpent Rogue,2022-04-26,January 2023,,,Team17 Digital,Sengi Games,PC
Wasteland 3,8/1/2020,December 2022,,86.0,"Deep Silver, inXile Entertainment",InXile Entertainment,PC
Greedfall,9/1/2019,December 2022,,78.0,Focus Home Interactive,Spiders,PC
First Class Trouble,11/2/2021,December 2022,,,TBA,Invisible Walls ApS,PC
Backbone,6/1/2021,December 2022,,73.0,"Raw Fury, EggNut",EggNut,PC
Toem,9/1/2021,December 2022,,79.0,Something We Made,Something We Made,PC
Where The Water Tastes Like Wine,2/1/2018,December 2022,,74.0,"Good Shepherd Entertainment, Dim Bulb Games","Serenity Forge, Dim Bulb Games",PC
Blade Assault,2021-06-07,December 2022,,,NEOWIZ,TeamSuneat,PC
Super Magbot,2021-06-21,December 2022,,,Team17 Digital,Astral Pixel,PC
Hell Let Loose,6/1/2019,November 2022,,79.0,Team17 Digital,Black Matter,PC
Kingdoms Of Amalur: Re-Reckoning - Fate Edition,2020-09-08,November 2022,,72,THQ Nordic,"Kaiko, Big Huge Games",PC
Shadow Tactics: Aiko'S Choice,2021-12-06,November 2022,,,Daedalic Entertainment,Mimimi Productions,PC
Roboquest,2020-08-20,November 2022,,,RyseUp Studios,RyseUp Studios,PC
Eldest Souls,7/29/2021,November 2022,,79.0,"CI Games, United Label","Fallen Flag Studio, Fallen Flag Studios",PC
Unmetal,2021-09-28,November 2022,,82,"Versus Evil, @unepic_fran",@unepic_fran,PC
Raji: An Ancient Epic,10/1/2020,November 2022,,70.0,"Netflix, SUPER.COM","Netflix, Nodding Heads Games",PC
Morbid: The Seven Acolytes,2020-12-03,November 2022,,,Merge Games,Still Running,PC
Deathloop,9/1/2021,October 2022,,89.0,Bethesda Softworks,Arkane Studios,PC
"These keys have expired as of January 2nd, 2024.",2019-06-18,October 2022,,,,Namedvice,PC
Monster Train (First Class - Collectors Edition),2014-04-16,October 2022,,,Viva Meda,MagicIndie,PC
The Dark Pictures Anthology: Little Hope,10/30/2020,October 2022,,73.0,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment Europe",Supermassive Games,PC
Disciples: Liberation,2021-10-21,October 2022,,,Kalypso Media,Frima Studio,PC
Maid Of Sker,7/28/2020,October 2022,,64.0,Wales Interactive,Wales Interactive,PC
Epic Chef,2021-11-10,October 2022,,,Team17 Digital,Infinigon Games,PC
Railroad Corporation,2019-11-18,October 2022,,55,Iceberg Interactive,Corbie Games,PC
Golf Gang,2022-05-19,October 2022,,,Curve Games,Lazy Monday Games,PC
Crusader Kings Iii,9/1/2020,September 2022,,91.0,Paradox Interactive,Paradox Developement Studios,PC
Just Cause 4: Complete Edition,2018-12-04,September 2022,,68,Square Enix,"Square Enix, Avalanche Studios",PC
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,8/1/2020,September 2022,,75.0,Dear Villagers,"Dear Villagers, Artefacts Studio",PC
Forgive Me Father,2022-04-07,September 2022,,,1C Entertainment,Byte Barrel,PC
Crown Trick,10/1/2020,September 2022,,83.0,NEXT Studios,NEXT Studios,PC
Descenders,2/1/2018,September 2022,,77.0,"No More Robots, Noodlecake Studios","RageSquid, Noodlecake",PC
Industria,9/30/2021,September 2022,,66.0,"Headup Games, Headup Publishing",Bleakmill,PC
Shapez + Puzzle Dlc,2012-08-07,September 2022,,,Sony Computer Entertainment,"Sony Interactive Entertainment, Jonathan Mak",PC
The Ascent,7/1/2021,August 2022,,70.0,Curve Digital,Neon Giant,PC
Hot Wheels Unleashed ™,2021-09-27,August 2022,,74,Milestone,Milestone,PC
A Plague Tale: Innocence,5/1/2019,August 2022,,83.0,Focus Home Interactive,"Focus Home Interactive, Asobo Studio",PC
Gas Station Simulator,2021-09-14,August 2022,,72,"Movie Games, DRAGO entertainment",Drago Entertainment,PC
In Sound Mind,9/28/2021,August 2022,,74.0,"Modus Games, We Create Stuff",We Create Stuff,PC
Mind Scanners,5/1/2021,August 2022,,75.0,Brave At Night,The Outer Zone,PC
Emily Is Away <3,2021-03-15,August 2022,,,Kyle Seeley,"Kyle Seeley, kyleseeley23",PC
Omno,11/1/2018,August 2022,,77.0,StudioInkyfox,Jonas Manke,PC
Deep Rock Galactic + 65% Off Ultimate Bundle Coupon,2024-02-14,July 2022,,,Ghost Ship Publishing,Funday Games,PC
Necromunda: Hired Gun,2021-05-31,July 2022,,,"Focus Home Interactive, Focus Entertainment",Streum On Studio,PC
Legion Td 2 - Multiplayer Tower Defense.,2021-10-01,July 2022,,,AutoAttack Games,AutoAttack Games,PC
Legend Of Keepers,2019-01-08,July 2022,,,Goblinz Studio,Goblinz Studio,PC
Lawn Mowing Simulator,8/1/2021,July 2022,,71.0,"Curve Digital, Ramzan Arif","Giant Fish, Skyhook Games",PC
Banners Of Ruin,2021-07-29,July 2022,,,"Goblinz Studio, Maple Whispering, Goblinz Publishing, Mugen Creations",MonteBearo,PC
"Yes, Your Grace",3/1/2020,July 2022,,75.0,No More Robots,Brave At Night,PC
Atom RPG Trudograd,2021-09-13,July 2022,,,AtomTeam,AtomTeam,PC
Star Wars Squadrons,10/1/2020,June 2022,,79.0,Electronic Arts,"Electronic Arts, Motive Studios",PC
Phoenix Point: Year One Edition,2020-12-03,June 2022,,,Snapshot Games,Snapshot Games,PC
Call Of The Sea,12/1/2020,June 2022,,79.0,Raw Fury,"Out of the Blue, Out of the Blue Studios",PC
Gamedec - Definitive Edition,2014-09-23,June 2022,,,Zen Studios,Zen Studios,PC
Pumpkin Jack,2020-10-23,June 2022,,76,"Headup Games, Nicolas Meyssonnier","NicolasMey, Nicolas Meyssonnier",PC
Siege Survival: Gloria Victis,2021-05-18,June 2022,,69,Black Eye Games,FishTankStudio,PC
I Am Fish,9/1/2021,June 2022,,69.0,Curve Digital,Bossa Studios,PC
Superhot: Mind Control Delete,7/1/2020,June 2022,,82.0,SUPERHOT Team,SUPERHOT Team,PC
Planet Zoo,11/5/2019,05/1/2022,,81.0,Frontier Developments,Frontier Developments,PC
Spongebob Squarepants: Battle For Bikini Bottom - Rehydrated,6/1/2020,05/1/2022,,68.0,THQ Nordic,Purple Lamp Studios,PC
Command & Conquer Remastered Collection,2020-06-05,05/1/2022,,82,Electronic Arts,Petroglyph,PC
Spellcaster University,2021-02-25,05/1/2022,,,Sneaky Yak Studio,Sneaky Yak Studio,PC
Surviving The Aftermath,11/16/2021,05/1/2022,,69.0,Paradox Interactive,"Haemimont Games, Iceflake Studios",PC
If Found...,2020-05-18,05/1/2022,,84,Annapurna Interactive,"Annapurna Interactive, dreamfeel",PC
Genesis Noir,3/1/2021,05/1/2022,,79.0,Fellow Traveller,Feral Cat Den,PC
Embr,5/1/2020,05/1/2022,,72.0,Muse Games,Muse Games,PC
Ghostrunner,10/27/2020,April 2022,,81.0,All in! Games,"3D Realms, One More Level, Slipgate Ironworks™",PC
Destroy All Humans!,5/26/2005,April 2022,,70.0,"THQ Nordic, Panorama","THQ Nordic, Pandemic Studios, Black Forest Games",PC
Monster Sanctuary,8/1/2019,April 2022,,82.0,Denis Sinner,Denis Sinner,PC
Killsquad,,April 2022,,,Novarama,Novarama,PC
Rogue Heroes: Ruins Of Tasos,2021-02-23,April 2022,,,Heliocentric Studios,Team17 Digital,PC
Suzerain,2020-12-04,April 2022,,,"Fellow Traveller, Torpor Games UG",Torpor Games,PC
Chicken Police,2020-11-05,April 2022,,83,"www.handy-games.com, HandyGames, The Wild Gentlemen","Handy Games, The Wild Gentlemen",PC
Naruto To Boruto: Shinobi Striker,8/1/2018,April 2022,,60.0,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, Soleil",PC
Desperados Iii,6/1/2020,March 2022,,86.0,THQ Nordic,Mimimi Productions,PC
Mass Effect Legendary Edition,2021-05-14,March 2022,,88,Electronic Arts,"BioWare, EA Swiss",PC
Nickelodeon All-Star Brawl,2021-10-05,March 2022,,,GameMill Entertainment,"Ludosity, Fair Play Labs",PC
The Dark Pictures Anthology: Man Of Medan,8/1/2019,March 2022,,69.0,Bandai Namco Entertainment,Supermassive Games,PC
Red Solstice 2: Survivors,2021-06-17,March 2022,,,505 Games,Ironward,PC
Nebuchadnezzar,2021-02-17,March 2022,,73,Nepos Games,Nepos Games,PC
Police Stories,2019-09-18,March 2022,,71,HypeTrain Digital,"Morgan Games, Mighty Morgan",PC
Evan'S Remains,2020-06-10,March 2022,,,Whitethorn Digital,"maitan69, Whitethorn Digital, Matías Schmied",PC
Borderlands 3,9/13/2019,February 2022,,78.0,"2K Games, Gearbox Publishing","2K, Gearbox Software",PC
Borderlands 3: Director'S Cut,2014-05-21,February 2022,,,"Kiss, Toxic Games, Grip Digital, Grip Digital sro","NVIDIA Lightspeed Studios, Toxic Games, Grip Digital",PC
Black Book,8/10/2021,February 2022,,78.0,"HypeTrain Digital, Morteshka",Morteshka,PC
Per Aspera,2020-12-03,February 2022,,,Raw Fury,Tlön Industries,PC
Just Die Already,5/20/2021,February 2022,,,"Curve Digital, DoubleMoose",DoubleMoose,PC
Before We Leave,5/1/2021,February 2022,,72.0,"Team17 Digital, Balancing Monkey Games",Balancing Monkey Games,PC
Paradise Lost,2021-03-24,February 2022,,63,"All in! Games, CoffSt","PolyAmorous, CoffSt",PC
Everhood,2021-03-03,February 2022,,82,"Surefire.Games, Foreign Gnomes","Chris Nordgren, Jordi Roca, EverhoodDev, Foreign Gnomes",PC
Calico,12/14/2020,February 2022,,,"Maple Whispering, Whitethorn Digital, Reshiramoo","CatBean Games, Peachy Keen Games, Reshiramoo",PC
Mafia: Definitive Edition,9/1/2020,January 2022,,76.0,2K Games,Hangar 13,PC
Iron Harvest,9/1/2020,January 2022,,75.0,"Deep Silver, KING Art Games",KING Art,PC
Project Winter,2/1/2019,January 2022,,75.0,Other Ocean Group,Other Ocean Interactive,PC
Rebel Cops,2019-09-17,January 2022,,,"THQ Nordic, www.handy-games.com","Handy Games, Weappy Studio, Weappy",PC
Rustler,2021-08-31,January 2022,,62,Games Operators,Jutsu Games,PC
The Henry Stickmin Collection,2020-12-11,January 2022,,,"Innersloth, 道华 陈","PuffballsUnited, 道华 陈",PC
Farmer'S Dynasty,2017-12-14,January 2022,,,"Nacon, Toplitz Productions","UMEO Studios, Toplitz Productions",PC
Between The Stars,2019-05-27,January 2022,,,"Poysky Productions, Isolated Games",Isolated Games,PC
Retrowave,2018-06-26,January 2022,,,"Rewindapp, GammaLateral","Rewindapp, GammaLateral",PC
Midnight Protocol,2021-10-12,January 2022,,79,"Iceberg Interactive, LuGus Studios",LuGus Studios,PC
Maneater,5/1/2020,December 2021,,71.0,"Tripwire Interactive, Blindside Interactive",Blindside Interactive,PC
Mordhau,4/29/2019,December 2021,,81.0,Triternion,Triternion,PC
Endzone - A World Apart,2021-03-18,December 2021,,,Assemble Entertainment,Gentlymad Studios,PC
Beyond The Wire,,December 2021,,,Offworld Industries,Redstone Interactive,PC
Partisans 1941,2020-10-14,December 2021,,74,Daedalic Entertainment,Alter Games,PC
The Survivalists,2020-10-09,December 2021,,72,Team17 Digital,Team17 Digital,PC
Lacuna - A Sci-Fi Noir Adventure,2021-05-20,December 2021,,,"Assemble Entertainment, WhisperGames, Mayflower Entertainment",DigiTales Interactive,PC
8 Doors,,December 2021,,,"NEOWIZ, Rootless Studio",Rootless Studio,PC
Greak: Memories Of Azur,2021-08-16,December 2021,,,Team17 Digital,Navegante Entertainment,PC
Fling To The Finish,,December 2021,,,SplitSide Games,SplitSide Games,PC
Tohu,2021-01-28,December 2021,,70,"Irregular, Fireart","Fireart Games, Fireart",PC
Voidigo,2021-02-25,December 2021,,,semiwork,semiwork,PC
Due Process,,November 2021,,,Annapurna Interactive,Giant Enemy Crab,PC
House Flipper,5/1/2018,November 2021,,68.0,"PlayWay, Ultimate Games, Frozen District, Ruslan Visaitov","Ultimate Games, Empyrean, Ruslan Visaitov",PC
Project Wingman,12/1/2020,November 2021,,75.0,"Humble Games, Sector D2",Sector D2,PC
Wingspan,2020-09-16,November 2021,,81,"indienova, Monster Couch, Stonemaier Games",Monster Couch,PC
Bpm: Bullets Per Minute,2020-09-15,November 2021,,77,Awe Interactive,Awe Interactive,PC
Turnip Boy Commits Tax Evasion,4/1/2021,November 2021,,72.0,Graffiti Games,"Snoozy Kazoo, Yukon W.",PC
Juno: New Origins,2019-12-05,November 2021,,66,D3 Publisher,Tamsoft,PC
Timelie,2020-05-20,November 2021,,,Urnique Studio,Urnique Studio,PC
Wrath: Aeon Of Ruin,2019-11-22,November 2021,,,"1C Company, 3D Realms, 1C Entertainment","3D Realms, KillPixel",PC
Mbius Front '83,2020-11-05,November 2021,,,Zachtronics,Zachtronics,PC
Katana Zero,4/1/2019,October 2021,,83.0,"Devolver Digital, Adult Swim Games",Askiisoft,PC
Amnesia: Rebirth,10/1/2020,October 2021,,80.0,Frictional Games,Frictional Games,PC
John Wick Hex,10/8/2019,October 2021,,73.0,Good Shepherd Entertainment,"Bithell Games, Gambitious",PC
112 Operator,2020-10-08,October 2021,,,"PlayWay, Games Operators","Jutsu Games, Games Operators",PC
Guts And Glory,2017-02-15,October 2021,,,tinyBuild,"tinyBuild, HakJak Productions",PC
Ring Of Pain,10/1/2020,October 2021,,74.0,"Humble Games, Twice Different","Twice Different, Simon Boxer",PC
Garage: Bad Trip,2018-05-01,October 2021,,,tinyBuild,"tinyBuild, Zombie Dynamincs, Zombie Dynamics",PC
The Textorcist: The Story Of Ray Bibbia,2/13/2019,October 2021,,,Headup Games,Morbidware,PC
Tools Up,2019-12-03,October 2021,,,All in! Games,The Knights of Unity,PC
Hiveswap Friendsim,2018-04-12,October 2021,,,"Fellow Traveller, What Pumpkin Games",What Pumpkin Games,PC
Black Future '88,2019-11-20,October 2021,,,Good Shepherd Entertainment,SUPERSCARYSNAKES,PC
Syberia 3,2017-04-19,October 2021,,50,"Microids, Anuman Interactive","Plug In Digital, Microids, Anuman Interactive",PC
Pga Tour 2K21,8/1/2020,September 2021,,78.0,2K Games,HB Studios Multimedia,PC
Neon Abyss,7/1/2020,September 2021,,77.0,"Team17 Digital, VEEWO GAMES","Veewo Games, Veewo",PC
Not For Broadcast,2022-01-25,September 2021,,,tinyBuild,NotGames,PC
Röki,7/23/2020,September 2021,,82.0,"CI Games, United Label",Polygon Treehouse,PC
Narita Boy,3/1/2021,September 2021,,73.0,Team17 Digital,Studio Koba,PC
West Of Dead,6/1/2020,September 2021,,71.0,Raw Fury,Upstream Arcade,PC
Atomicrops,9/1/2019,September 2021,,78.0,Raw Fury,"Bird Bath Games, Bird Bath Game",PC
Heaven'S Vault,2019-04-15,September 2021,,75,Inkle,inkle,PC
Swag And Sorcery,2019-05-08,September 2021,,,tinyBuild,"tinyBuild, Lazy Bear Games, Uroboros Games",PC
Fort Triumph,8/13/2021,September 2021,,,"All in! Games, Fort Triumph","Fort Triumph, CookieByte Entertainment",PC
Orwell: Ignorance Is Strength,2018-02-21,September 2021,,74,Surprise Attack,Osmotic Studios,PC
Framed Collection,2018-05-17,September 2021,,79,"Surprise Attack, Loveshack Entertainment",Loveshack Entertainment,PC
Bloodstained: Ritual Of The Night,6/1/2019,August 2021,,84.0,505 Games,"505 Games, Armature Studio, Inti Creates, ArtPlay, Dico",PC
Last Oasis,2019-10-11,August 2021,,,Donkey Crew,Donkey Crew,PC
Superliminal,11/1/2019,August 2021,,77.0,"Pillow Castle Games, Pillow Castle","Pillow Castle Games, Pillow Castle",PC
Out Of Space,2020-02-26,August 2021,,,Behold Studios,Behold Studios,PC
We Need To Go Deeper,2017-02-08,August 2021,,,Deli Interactive,Deli Interactive,PC
Carto,10/1/2020,August 2021,,73.0,"Humble Games, X.D. Network",Sunhead Games,PC
As Far As The Eye,2020-09-09,August 2021,,,"Goblinz Studio, Maple Whispering, Unexpected",Unexpected,PC
Cepheus Protocol,2020-05-15,August 2021,,,Halcyon Winds,Halcyon Winds,PC
Drake Hollow,8/1/2020,August 2021,,78.0,"CD PROJEKT RED, The Molasses Flood",The Molasses Flood,PC
Nowhere Prophet,10/1/2017,August 2021,,73.0,"No More Robots, Sharkbomb Studios",Sharkbomb Studios,PC
Blue Fire,2/3/2021,August 2021,,70.0,Graffiti Games,ROBI Studios,PC
Encodya,2021-01-26,August 2021,,67,Assemble Entertainment,chaosmonger studio,PC
Yakuza 3 Remastered,2021-01-27,July 2021,,77,SEGA,Ryu ga Gotoku Studio,PC
The Surge 2,9/1/2019,July 2021,,78.0,Focus Home Interactive,"Focus Home Interactive, Deck 13, Deck13, Deck 13 Interactive",PC
Dirt 5,10/1/2020,July 2021,,79.0,"Electronic Arts, Codemasters",Codemasters,PC
Hammerting,2020-10-26,July 2021,,,"Team17 Digital, Warpzone Studios",Warpzone Studios,PC
Nimbatus - The Space Drone Constructor,2020-08-25,July 2021,,,Stray Fawn Studio,Stray Fawn Studio,PC
Paradise Killer,9/1/2020,July 2021,,81.0,Fellow Traveller,Kaizen Game Works,PC
Kill It With Fire,8/1/2020,July 2021,,73.0,,StabAlarash,PC
Bee Simulator,11/12/2019,July 2021,,60.0,"Bigben Interactive, Nacon, Varsav Game Studios",Varsav Game Studios,PC
Elderborn,2020-01-29,July 2021,,,Hyperstrange,Hyperstrange,PC
S.W.I.N.E. Hd Remaster,2019-05-22,July 2021,,,"Assemble Entertainment, Kite Games",Kite Games,PC
Deadly Days,2019-09-18,July 2021,,,"Assemble Entertainment, WhisperGames, Pixelsplit",Pixelsplit,PC
Adom (Ancient Domains Of Mystery,1994-01-01,July 2021,,,Thomas Biskup,"Zeno Rogue, Lucas Dieguez, Krzysztof Dycha, Thomas Biskup, Jochen Terstiege",PC
Sid Meier’S Civilization® Vi Platinum Edition,2016-10-20,June 2021,,88,"2K Games, Aspyr","Aspyr Media, Firaxis",PC
Secret Neighbor,10/1/2019,June 2021,,70.0,tinyBuild,"tinyBuild, Dynamic Pixels, Hologryph",PC
Stubbs The Zombie In Rebel Without A Pulse,11/21/2005,June 2021,,65.0,Aspyr,"Aspyr Media, Wideload Games",PC
Worms Rumble + Legends Pack Dlc,2020-12-01,June 2021,,67,Team17 Digital,Team17 Digital,PC
Going Under,9/1/2020,June 2021,,76.0,Team17 Digital,Aggro Crab,PC
Panzer Paladin,2020-07-21,June 2021,,,Tribute Games,Tribute Games,PC
Milky Way Prince - The Vampire Star,2020-08-12,June 2021,,,Santa Ragione,"Eyeguys, Lorenzo Redaelli",PC
Desolate,2019-01-17,June 2021,,,HypeTrain Digital,HypeTrain Digital,PC
Ikenfell,10/1/2020,June 2021,,74.0,"Humble Games, Humble Bundle",Happy Ray Games,PC
Paw Paw Paw,2018-11-17,June 2021,,,Simpleton,Simpleton,PC
Effie,2019-06-04,June 2021,,68,Inverge Studios,"Inverge Studios, Factoria Cultural Gestio",PC
Disjunction,2021-01-28,June 2021,,71,Sold Out,Ape Tribe Games,PC
Metro Exodus,2/1/2019,05/1/2021,,82.0,Deep Silver,4A Games,PC
Darksiders Genesis,12/1/2019,05/1/2021,,77.0,THQ Nordic,Airship Syndicate,PC
Hellpoint,2020-07-30,05/1/2021,,61,"tinyBuild, Cradle Games",Cradle Games,PC
"Cook, Serve, Delicious! 3",2020-01-28,05/1/2021,,,Vertigo Gaming,"Vertigo Gaming, chubigans",PC
Levelhead,4/1/2019,05/1/2021,,82.0,Butterscotch Shenanigans,Butterscotch Shenanigans,PC
Fury Unleashed,2/24/2017,05/1/2021,,77.0,"Awesome Games Studio, Awesome Games, Awesome Games Studio Sp",Awesome Games Studio,PC
Size Matters,,05/1/2021,,,GrabTheGames,Mazen Games,PC
Morkredd,2020-12-10,05/1/2021,,,Aspyr,Hyper Games,PC
Relicta,8/3/2020,05/1/2021,,74.0,"Ravenscourt, Mighty Polygon",Mighty Polygon,PC
Retimed,2018-09-20,05/1/2021,,,"Stray Fawn Studio, Stray Fawn",Team Maniax,PC
Family Man,2020-05-22,05/1/2021,,,No More Robots,Broken Bear Games,PC
Vane,2019-01-15,05/1/2021,,56,"Friend & Foe, Friend & Foe Games","Friend & Foe, Friend & Foe Games",PC
Sniper Ghost Warrior Contracts,11/21/2019,April 2021,,57.0,CI Games,CI Games,PC
F1® 2020,2022-08-30,April 2021,,,Frontier Developments,Frontier Developments,PC
Shenmue Iii,11/1/2019,April 2021,,68.0,"Sony Computer Entertainment, Deep Silver","Deep Silver, Ys Net",PC
Main Assembly,2020-04-16,April 2021,,,Bad Yolk Games,Bad Yolk Games,PC
Rock Of Ages 3: Make & Break,7/21/2020,April 2021,,69.0,Modus Games,"ACE Team, Giant Monkey Robot",PC
Remothered: Broken Porcelain,2020-10-13,April 2021,,44,Modus Games,Stormind Games,PC
In Other Waters,2020-04-02,April 2021,,,Fellow Traveller,Jump Over The Age,PC
Aven Colony,7/24/2017,April 2021,,65.0,Team17 Digital,"Team17 Digital, Mothership Entertainment",PC
Simulacra + Simulacra 2,2017-10-25,April 2021,,,"KAIGAN GAMES OUe, Kaigan Games OÜ",Kaigan Games OÜ,PC
Colt Canyon,6/16/2020,April 2021,,,Headup Games,Retrific,PC
Skully,2020-08-04,April 2021,,,Modus Games,Finish Line Games,PC
Popup Dungeon,2020-08-12,April 2021,,,Humble Bundle,Triple-B-Titles,PC
Control Standard Edition,2022-06-17,March 2021,,,,UniversoDupi,PC
Xcom: Chimera Squad,2020-04-23,March 2021,,77,2K Games,Firaxis,PC
Elex,10/17/2017,March 2021,,61.0,THQ Nordic,"THQ Nordic, Piranha Bytes",PC
Kingdom Two Crowns,12/10/2018,March 2021,,85.0,Raw Fury,"Raw Fury, Noio, Coatsink, Fury Studios, StumpySquid",PC
Wwe 2K Battlegrounds,2020-09-18,March 2021,,58,2K Games,"Saber Interactive, Canoe",PC
Peaky Blinders: Mastermind,6/1/2020,March 2021,,66.0,Curve Digital,FuturLab,PC
Cyber Hook,2020-09-23,March 2021,,,Graffiti Games,"Blazing Stick, Graffiti_Games",PC
Pesterquest,2019-09-03,March 2021,,,"Fellow Traveller, Fellow Traveller Games",What Pumpkin Games,PC
Wildfire,2020-05-26,March 2021,,76,Sneaky Bastards,Sneaky Bastards,PC
Boreal Blade,2019-08-28,March 2021,,,Frozenbyte,Frozenbyte,PC
Ageless,2020-07-28,March 2021,,,Team17 Digital,One More Dream Studios,PC
Outward + The Soroboreans And Outward Soundtrack,2019-03-25,February 2021,,65,"Deep Silver, Prime Matter",Nine Dots Studio,PC
Valkyria Chronicles 4 Complete Edition,2008-04-24,February 2021,,85,SEGA,SEGA,PC
Endless Space® 2 - Digital Deluxe Edition,2012-07-04,February 2021,,77,SEGA,Amplitude Studios,PC
Moving Out,4/28/2020,February 2021,,77.0,Team17 Digital,"SMG Studio, Devm Games",PC
Trine 4: The Nightmare Prince,10/8/2019,February 2021,,80.0,"Frozenbyte, Modus Games",Frozenbyte,PC
The Wild Eight,2016-07-12,February 2021,,,HypeTrain Digital,"HypeTrain Digital, Fntastic, Head, Eight Points",PC
Train Station Renovation,2020-10-01,February 2021,,66,"PlayWay, Live Motion Games, Renovators","Live Motion Games, Renovators",PC
Valfaris,2019-10-10,February 2021,,81,"Big Sugar, Digital Uppercut Productions, Digital Uppercut",Steel Mantis,PC
Werewolf: The Apocalypse Heart Of The Forest,2020-10-13,February 2021,,72,Walkabout,Different Tales,PC
Lovecraft'S Untold Stories,2018-06-21,February 2021,,,"LLC Blini Games, Bliny Games OOO",Blini Games,PC
Iris And The Giant,2018-11-05,February 2021,,,"Plug In Digital, Goblinz Studio, Maple Whispering","Plug In Digital, ludocube.fr, Louis Rigaud",PC
Boomerang Fu,2020-08-13,February 2021,,,Paul Kopetko,Paul Kopetko,PC
Pc Building Simulator,3/27/2018,January 2021,,,Irregular,"Claudiu Kiss, The Irregular",PC
Ancestors: The Humankind Odyssey,2019-08-26,January 2021,,69,Private Division,Panache Digital Games,PC
Pathologic 2,5/1/2019,January 2021,,67.0,"tinyBuild, Ice-Pick Lodge",Ice-Pick Lodge,PC
Warhammer: Chaosbane,5/31/2019,January 2021,,70.0,"Bigben Interactive, Nacon",Eko Software,PC
Total Tank Simulator,2020-05-20,January 2021,,,"505 Games, Noobz from Poland",Noobz from Poland,PC
Song Of Horror Complete Edition,2019-10-30,January 2021,,73,Raiser Games,Protocol Games,PC
Not Tonight,2018-08-16,January 2021,,,No More Robots,PanicBarn,PC
Vampire: The Masquerade - Shadows Of New York,2020-09-10,January 2021,,,Draw Distance,Draw Distance,PC
Tales Of The Neon Sea,11/23/2018,January 2021,,,"Thermite Games, Zodiac Interactive, Boke Technology Company","Zodiac Interactive, Boke Technology Company, Palm Pioneer",PC
Minoria,2019-08-27,January 2021,,73,DANGEN Entertainment,Bombservice,PC
Deleveled,2019-08-16,January 2021,,,ToasterFuel,ToasterFuel,PC
The Ambassador: Fractured Timelines,2019-03-21,January 2021,,,,tinyDinoGames,PC
Overcooked! 2 + Too Many Cooks + Surf 'N' Turf Pack,2017-12-04,December 2020,,,,lizizatt,PC
Children Of Morta,9/1/2019,December 2020,,77.0,"11 bit studios, Dead Mage",Dead Mage,PC
One Step From Eden,3/1/2020,December 2020,,82.0,"Humble Games, Humble Bundle, Thomas Moon Kang","Thomas Moon Kang, OneStepFromEden",PC
The Beast Inside,2019-10-16,December 2020,,74,"PlayWay, Movie Games",Illusion Ray Studio,PC
Indivisible,10/1/2019,December 2020,,82.0,505 Games,Lab Zero Games,PC
Shining Resonance Refrain,2018-07-09,December 2020,,70,SEGA,SEGA,PC
Zwei: The Arges Adventure,,December 2020,,,,,PC
Zwei: The Ilvard Insurrection,2008-09-25,December 2020,,,"XSEED Games, Marvelous USA",Nihon Falcom,PC
Tabletop Playground,,December 2020,,,,,PC
"The Haunted Island, A Frog Detective Game",,December 2020,,,,,PC
Frog Detective 2: The Case Of The Invisible Wizard,,December 2020,,,,,PC
Still There,2019-11-19,December 2020,,,Iceberg Interactive,GhostShark,PC
Struggling,2020-08-27,December 2020,,65,Chasing Rats Games,Chasing Rats Games,PC
Path Of Giants,2019-08-29,December 2020,,,Journey Bound Games,Journey Bound Games,PC
