game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Embr,5/1/2020,1/1/2022,12/1/2022,72,Muse Games,Muse Games,Xbox / PC
Outer Wilds,5/1/2019,1/1/2022,12/1/2022,85,Annapurna Interactive,Mobius Digital,Xbox / PC
Gorogoa,12/1/2017,1/1/2022,12/1/2022,82,Annapurna Interactive,"Annapurna Interactive, Jason Roberts, Buried Signal",Xbox / PC
The Pedestrian,1/1/2020,1/1/2022,12/1/2022,81,Skookum Arts,Skookum Arts,Xbox / PC
Scarlet Nexus,6/1/2021,9/1/2021,12/1/2022,78,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, Bandai Namco Entertainment",Xbox / PC
Immortal Realms: Vampire Wars,10/1/2019,7/1/2021,12/1/2022,69,Kalypso Media,Palindrome Interactive,Xbox / PC
Iron Harvest,9/1/2020,6/1/2021,12/1/2022,75,"Deep Silver, KING Art Games",KING Art,PC
Tropico 6,3/1/2019,3/1/2021,12/1/2022,78,Kalypso Media,Limbic Entertainment,Xbox / PC
Secret Neighbor,10/1/2019,10/1/2019,12/1/2022,70,tinyBuild,"tinyBuild, Dynamic Pixels, Hologryph",Xbox / PC
Dead End Job,9/19/2019,11/1/2022,12/1/2022,,Ant Workshop,Ant Workshop,XB1/Series X|S
Lake,9/1/2021,12/1/2021,12/1/2022,73,"Whitethorn Digital, Gamious",Gamious,Xbox / PC
Race With Ryan,11/1/2019,12/1/2021,12/1/2022,51,Outright Games,"Just Add Water, 3d Clouds",Xbox / PC
Record of Lodoss War: Deedlit in Wonder Labyrinth,3/1/2020,12/1/2021,12/1/2022,73,"Playism, Why so serious?","Team Ladybug, Why so serious?",Xbox / PC
Transformers: Battlegrounds,10/1/2020,12/1/2021,12/1/2022,71,Outright Games,Coatsink,Xbox / PC
Aliens: Fireteam Elite,8/1/2021,12/1/2021,12/1/2022,70,"Focus Home Interactive, Cold Iron Studios",Cold Iron Studios,Xbox / PC
One Piece: Pirate Warriors 4,3/1/2020,12/1/2021,12/1/2022,76,Bandai Namco Entertainment,"Bandai Namco Entertainment, Koei Tecmo",Xbox / PC
Breathedge,9/1/2018,9/1/2021,12/1/2022,71,RedRuins Softworks,RedRuins Softworks,Xbox / PC
Neoverse,1/1/2019,12/1/2020,12/1/2022,68,Tinogames,Tinogames,Xbox / PC
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,7/1/2017,12/1/2020,12/1/2022,91,Square Enix,Square Enix,Xbox / PC
Rory McIlroy PGA Tour,7/1/2015,11/1/2020,12/1/2022,60,EA SPORTS,Electronic Arts Tiburon,Xbox
Praetorians - HD Remaster,1/24/2020,11/1/2022,11/1/2022,56,Kalypso Media,"Pyro Studios, Torus Games, Pyro Studio",XB1/Series X|S
Space Warlord Organ Trading Simulator,12/1/2021,12/1/2021,11/1/2022,70,Strange Scaffold,Strange Scaffold,Xbox / PC
Archvale,12/1/2021,12/1/2021,11/1/2022,84,Humble Games,"idoz, phops, idoz & phops",Xbox / PC
Final Fantasy XIII-2,12/1/2011,12/1/2021,11/1/2022,79,Square Enix,"Square Enix, ブロードメディアGC株式会社",Xbox / PC
"Warhammer 40,000: Battlesector",7/1/2021,12/1/2021,11/1/2022,74,Slitherine,Black Lab Games,Xbox / PC
Mind Scanners,5/1/2021,12/1/2021,11/1/2022,75,Brave At Night,The Outer Zone,Xbox / PC
DEEEER Simulator,1/1/2020,11/1/2021,11/1/2022,47,NASPAPA GAMES,NASPAPA GAMES,Xbox / PC
Undungeon,11/1/2021,11/1/2021,11/1/2022,70,tinyBuild,Laughing Machines,Xbox / PC
Bomber Crew Deluxe Edition,10/19/2017,10/1/2022,11/1/2022,75,Curve Digital,"Curve Digital, Runner Duck",XB1/Series X|S
Fae Tactics,7/1/2020,11/1/2021,11/1/2022,77,"Humble Games, Humble Bundle",Endlessfluff Games,Xbox / PC
Next Space Rebels,11/1/2021,11/1/2021,11/1/2022,72,Humble Games,Studio Floris Kaayk,Xbox / PC
One Step from Eden,3/1/2020,11/1/2021,11/1/2022,82,"Humble Games, Humble Bundle, Thomas Moon Kang","Thomas Moon Kang, OneStepFromEden",Xbox / PC
art of rally,9/1/2020,8/1/2021,11/1/2022,80,Funselektor Labs,Funselektor Labs,Xbox / PC
Supraland,4/1/2019,10/1/2020,11/1/2022,82,Supra Games,Supra Games,Xbox / PC
Subnautica,1/1/2018,11/1/2019,11/1/2022,81,Unknown Worlds Entertainment,Unknown Worlds Entertainment,Xbox / PC
Football Manager 2022,11/1/2021,11/1/2021,11/1/2022,86,SEGA,Sports Interactive,Xbox / PC
Windbound,8/27/2020,10/1/2022,10/1/2022,63,Deep Silver,5 Lives Studios,XB1/Series X|S
Alan Wake's American Nightmare,2/1/2012,10/1/2021,10/1/2022,75,"Microsoft Studios, THQ Nordic, Remedy Entertainment",Remedy Entertainment,Xbox / PC
Bassmaster Fishing 2022,10/1/2021,10/1/2021,10/1/2022,75,Dovetail Games,Dovetail Games,Xbox / PC
Nongunz: Doppelganger Edition,5/1/2021,10/1/2021,10/1/2022,78,Digerati,Brainwash Gang,Xbox / PC
The Forgotten City,7/1/2021,10/1/2021,10/1/2022,86,"Dear Villagers, Modern Storyteller",Modern Storyteller,Xbox / PC
Project Wingman,12/1/2020,7/1/2021,10/1/2022,75,"Humble Games, Sector D2",Sector D2,Xbox / PC
Backbone,6/1/2021,6/1/2021,10/1/2022,73,"Raw Fury, EggNut",EggNut,Xbox / PC
Second Extinction (Game Preview),10/1/2020,4/1/2021,10/1/2022,69,,,Xbox / PC
Sniper Elite 4,2/1/2017,11/1/2018,10/1/2022,81,Rebellion,Rebellion,Xbox
Double Kick Heroes,4/11/2018,9/1/2022,10/1/2022,,"Plug In Digital, Headbang Club, Plug-In Digital",Headbang Club,XB1/Series X|S
Echo Generation,10/1/2021,10/1/2021,10/1/2022,76,Cococucumber,Cococucumber,Xbox / PC
Into the Pit,10/1/2021,10/1/2021,10/1/2022,71,Humble Games,Nullpointer Games,Xbox / PC
The Good Life,10/1/2021,10/1/2021,10/1/2022,61,"Iceberg Interactive, Playism","White Owls, immersionFX",Xbox / PC
Ring of Pain,10/1/2020,10/1/2021,10/1/2022,74,"Humble Games, Twice Different","Twice Different, Simon Boxer",Xbox / PC
Sable,9/1/2021,9/1/2021,10/1/2022,74,Raw Fury,Shedworks,Xbox / PC
Bloodroots,2/1/2020,7/1/2021,10/1/2022,76,Paper Cult,Paper Cult,Xbox / PC
DiRT 4,6/1/2017,8/1/2021,10/1/2022,86,"Feral Interactive, Deep Silver, Codemasters","Feral Interactive, Codemasters",Xbox
DiRT Rally,12/1/2015,8/1/2021,10/1/2022,86,"Feral Interactive, Deep Silver, Codemasters","Feral Interactive, Codemasters",Xbox
Portal 2,4/18/2011,9/1/2022,9/1/2022,95,"Electronic Arts, Valve",Valve Software,XB360/OG Xbox
Gods Will Fall,1/29/2021,9/1/2022,9/1/2022,66,Deep Silver,"Clever Beans, Cleaver Beans",XB1/Series X|S
The Procession to Calvary,4/1/2020,10/1/2021,9/1/2022,78,"Akupara Games, Joe Richardson, Joe Richardson Games","Joe Richardson, Joe Richardson Games",Xbox / PC
Visage,10/1/2018,10/1/2021,9/1/2022,80,SadSquare Studio,SadSquare Studio,Xbox / PC
AI: The Somnium Files,9/1/2019,9/1/2021,9/1/2022,86,"Spike Chunsoft, Spike Chunsoft Co",Spike Chunsoft,Xbox / PC
Astria Ascending,9/1/2021,9/1/2021,9/1/2022,68,"Maple Whispering, Dear Villagers",Artisan Studios,Xbox / PC
Unsighted,9/1/2021,9/1/2021,9/1/2022,80,"Humble Games, Studio Pixel Punk",Studio Pixel Punk,Xbox / PC
Dandy Ace,3/1/2021,9/1/2021,9/1/2022,80,Mad Mimic,Mad Mimic,Xbox / PC
Lemnis Gate,9/1/2021,9/1/2021,9/1/2022,78,Ratloop Games Canada,Ratloop Games Canada,Xbox / PC
Subnautica: Below Zero,1/1/2019,9/1/2021,9/1/2022,83,Unknown Worlds Entertainment,Unknown Worlds Entertainment,Xbox / PC
Going Under,9/1/2020,6/1/2021,9/1/2022,76,Team17 Digital,Aggro Crab,Xbox / PC
Slime Rancher,8/1/2017,12/1/2020,9/1/2022,80,Monomi Park,Monomi Park,Xbox / PC
ScourgeBringer,2/6/2020,8/1/2022,9/1/2022,,"Plug In Digital, Dear Villagers","Plug In Digital, Dear Villagers, Flying Oak Games, E-Studio",XB1/Series X|S
Thrillville,11/21/2006,9/1/2022,9/1/2022,69,"LucasArts Entertainment, Atari",Frontier Developments,XB360/OG Xbox
Mighty Goose,6/1/2021,9/1/2021,9/1/2022,71,Playism,"Blastmode, MP2 Games",Xbox / PC
Lost Words: Beyond the Page,3/1/2020,9/1/2021,9/1/2022,77,"Plug In Digital, Modus Games","Plug In Digital, Sketchbook Games, Fourth State",Xbox / PC
I Am Fish,9/1/2021,9/1/2021,9/1/2022,69,Curve Digital,Bossa Studios,Xbox / PC
SkateBird,9/1/2021,9/1/2021,9/1/2022,62,Glass Bottom Games,Glass Bottom Games,Xbox / PC
Flynn: Son of Crimson,9/1/2021,9/1/2021,9/1/2022,85,"Humble Games, Studio Thunderhorse",Studio Thunderhorse,Xbox / PC
The Artful Escape,9/1/2021,9/1/2021,9/1/2022,81,Annapurna Interactive,Beethoven and Dinosaur,Xbox / PC
Craftopia,9/1/2020,9/1/2021,9/1/2022,70,POCKET PAIR,POCKET PAIR,Xbox / PC
Final Fantasy XIII,3/1/2010,9/1/2021,9/1/2022,74,Square Enix,"Square Enix, ブロードメディアGC株式会社",Xbox / PC
Bug Fables: The Everlasting Sapling,11/1/2019,7/1/2021,9/1/2022,86,DANGEN Entertainment,Moonsprout Games,Xbox / PC
A Plague Tale: Innocence,5/1/2019,1/1/2020,9/1/2022,83,Focus Home Interactive,"Focus Home Interactive, Asobo Studio",Xbox / PC
Monaco: What's Yours is Mine,4/24/2013,8/1/2022,8/1/2022,83,"Majesco Entertainment, Pocketwatch Games",Pocketwatch Games,XB360/OG Xbox
Calico,12/14/2020,8/1/2022,8/1/2022,,"Maple Whispering, Whitethorn Digital, Reshiramoo","CatBean Games, Peachy Keen Games, Reshiramoo",XB1/Series X|S
NBA 2K22,9/1/2021,4/1/2022,8/1/2022,76,2K Games,Visual Concepts,Xbox
Signs of the Sojourner,5/1/2020,9/1/2021,8/1/2022,77,Echodog Games,Echodog Games,Xbox / PC
Myst (2021),8/1/2021,8/1/2021,8/1/2022,79,Cyan Worlds,Cyan Worlds,Xbox / PC
Twelve Minutes,8/1/2021,8/1/2021,8/1/2022,74,"Annapurna Interactive, Netflix","Netflix, Luis Antonio",Xbox / PC
Elite Dangerous,12/1/2014,2/1/2021,8/1/2022,80,Frontier Developments,Frontier Developments,Xbox
Two Point Hospital,4/1/2018,2/1/2020,8/1/2022,83,"SEGA, GAMESDROP","Two Point Studios, GAMESDROP",Xbox / PC
What Remains of Edith Finch,4/1/2017,3/1/2019,8/1/2022,92,Annapurna Interactive,"Annapurna Interactive, Giant Sparrow",Xbox / PC
Saints Row 2,10/14/2008,8/1/2022,8/1/2022,78,"Deep Silver, Koch Media","Volition, THQ",XB360/OG Xbox
Relicta,8/3/2020,7/1/2022,8/1/2022,74,"Ravenscourt, Mighty Polygon",Mighty Polygon,XB1/Series X|S
Train Sim World 2,8/1/2020,8/1/2021,8/1/2022,80,Dovetail Games - TSW,Dovetail Games,Xbox / PC
Boyfriend Dungeon,8/1/2021,8/1/2021,8/1/2022,72,Kitfox Games,Kitfox Games,Xbox / PC
Library of Ruina,5/1/2020,8/1/2021,8/1/2022,95,Project Moon,Project Moon,Xbox / PC
Curse of the Dead Gods,2/1/2021,8/1/2021,8/1/2022,84,Focus Home Interactive,Passtech Games,Xbox / PC
Starmancer (Game Preview),8/1/2021,8/1/2021,8/1/2022,62,Chucklefish,Ominux Games,Xbox / PC
Torchlight,10/26/2009,7/1/2022,7/1/2022,83,"Microsoft Studios, Perfect World Entertainment, JoWooD Entertainment, Runic Games",Runic Games,XB360/OG Xbox
Beasts of Maravilla Island,,7/1/2022,7/1/2022,,Whitethorn Digital,Banana Bird Studios,XB1/Series X|S
Dodgeball Academia,8/1/2021,8/1/2021,7/1/2022,77,Humble Games,Pocket Trap,Xbox / PC
Katamari Damacy Reroll,12/1/2018,8/1/2021,7/1/2022,77,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","MONKEYCRAFT Co, Monkeycraft",Xbox / PC
Lumines: Remastered,6/1/2018,8/1/2021,7/1/2022,81,"Enhance, Enhance Games","Enhance Games, Resonair",Xbox / PC
OMNO,11/1/2018,7/1/2021,7/1/2022,77,StudioInkyfox,Jonas Manke,Xbox / PC
Raji: An Ancient Epic,10/1/2020,7/1/2021,7/1/2022,70,"Netflix, SUPER.COM","Netflix, Nodding Heads Games",Xbox / PC
Thrillville: Off the Rails,10/8/2007,7/1/2022,7/1/2022,70,"Disney Interactive, LucasArts Entertainment","Frontier Developments, Frontier, Frontier Development",XB360/OG Xbox
Project Highrise: Architect's Edition,9/7/2016,6/1/2022,7/1/2022,73,"Kalypso Media, Kasedo Games","Kalypso Media, SomaSim, Kalypso Media Mobile",XB1/Series X|S
Lethal League Blaze,10/1/2018,7/1/2021,7/1/2022,82,Team Reptile,"Team Reptile, Reptile Games",Xbox / PC
Atomicrops,9/1/2019,7/1/2021,7/1/2022,78,Raw Fury,"Bird Bath Games, Bird Bath Game",Xbox / PC
Cris Tales,7/1/2021,7/1/2021,7/1/2022,75,Modus Games,"Dreams Uncorporated, SYCK",Xbox / PC
Children of Morta,9/1/2019,1/1/2020,7/1/2022,77,"11 bit studios, Dead Mage",Dead Mage,Xbox / PC
FIFA 20,9/1/2019,11/1/2020,7/1/2022,79,Electronic Arts,Electronic Arts Canada,Xbox / PC
Raskulls,12/29/2010,6/1/2022,6/1/2022,,Microsoft Studios,Halfbrick Studios,XB360/OG Xbox
Aven Colony,7/24/2017,6/1/2022,6/1/2022,65,Team17 Digital,"Team17 Digital, Mothership Entertainment",XB1/Series X|S
Last Stop,7/1/2021,7/1/2021,6/1/2022,67,"Annapurna Interactive, Tainted Games","Variable State, Tainted Games",Xbox / PC
Jurassic World Evolution,6/1/2018,2/1/2021,6/1/2022,76,Frontier Developments,Frontier Developments,Xbox
MotoGP 20,4/1/2020,12/1/2020,6/1/2022,82,Milestone,Milestone,Xbox / PC
Super Meat Boy,10/20/2010,6/1/2022,6/1/2022,87,"Microsoft Studios, BlitWorks","NVIDIA Lightspeed Studios, Team Meat",XB360/OG Xbox
The Inner World – The Last Wind Monk,7/13/2017,5/1/2022,6/1/2022,,"Kalypso Media, Headup Games","Kalypso Media, Headup Games, Studio Fizbin",XB1/Series X|S
Worms Rumble,12/1/2020,6/1/2021,6/1/2022,68,Team17 Digital,Team17 Digital,Xbox / PC
Dungeons & Dragons: Dark Alliance,6/1/2021,6/1/2021,6/1/2022,56,Wizards of the Coast,Tuque Games,Xbox / PC
GreedFall,9/1/2019,12/1/2020,6/1/2022,78,Focus Home Interactive,Spiders,Xbox / PC
Capsized,4/1/2011,3/1/2021,6/1/2022,80,"Bandai Namco Entertainment, Alientrap, Alientrap Games","Alientrap, IndiePub",PC
Cryptark,6/1/2017,3/1/2021,6/1/2022,80,"Alientrap, Alientrap Games",Alientrap,PC
Diluvion: Resubmerged,1/1/2017,3/1/2021,6/1/2022,66,Uppercut Games,Uppercut Games,PC
Dungeons of Dredmor: Complete,7/1/2011,3/1/2021,6/1/2022,79,Gaslamp Games,Gaslamp Games,PC
Epistory: Typing Chronicles,3/1/2016,3/1/2021,6/1/2022,74,"Plug In Digital, Fishing Cactus","Plug In Digital, Fishing Cactus",PC
HIVESWAP: Act 1,9/1/2017,3/1/2021,6/1/2022,78,What Pumpkin Games,What Pumpkin Games,PC
Stealth Bastard Deluxe,11/1/2012,3/1/2021,6/1/2022,80,Curve Digital,Curve Digital,PC
Viva Piñata: Party Animals,10/30/2007,5/1/2022,5/1/2022,81,"Microsoft Studios, Krome Studios","Rare, Microsoft Game Studios",XB360/OG Xbox
Yoku's Island Express,5/28/2018,5/1/2022,5/1/2022,,"Team17 Digital, Villa Gorilla","Team17 Digital, Villa Gorilla",XB1/Series X|S
Farming Simulator 19,11/1/2018,7/1/2021,5/1/2022,75,Focus Home Interactive,"Focus Home Interactive, Giants Software",Xbox / PC
SpellForce 3: Soul Harvest,5/1/2019,5/1/2021,5/1/2022,75,THQ Nordic,Grimlore Games,PC
Knockout City,5/1/2021,5/1/2021,5/1/2022,82,Electronic Arts,Velan studios,Xbox / PC
"Yes, Your Grace",3/1/2020,12/1/2020,5/1/2022,75,No More Robots,Brave At Night,Xbox / PC
NHL 20,9/1/2019,11/1/2020,5/1/2022,85,,Electronic Arts,Xbox
Resident Evil 7: Biohazard,1/1/2017,9/1/2020,5/1/2022,85,Capcom,"Capcom, Capcom U.S.A",Xbox / PC
Hydro Thunder: Hurricane,,5/1/2022,5/1/2022,,Microsoft Game Studios,Vector Unit,XB360/OG Xbox
Hue,8/30/2016,4/1/2022,5/1/2022,79,"Curve Digital, Serkan Binici","Curve Digital, Serkan Binici, Fiddlesticks Games, Fiddlesticks",XB1/Series X|S
The Catch: Carp & Coarse Fishing,6/1/2020,5/1/2021,5/1/2022,90,Dovetail Games – Fishing,Dovetail Games,Xbox / PC
The Wild at Heart,5/1/2021,5/1/2021,5/1/2022,76,"Humble Games, Moonlight Kids",Moonlight Kids,Xbox / PC
Final Fantasy X/X-2 HD Remaster,12/1/2013,5/1/2021,5/1/2022,84,Square Enix,"Square Enix, Virtuos",Xbox / PC
Steep,12/1/2016,5/1/2021,5/1/2022,72,Ubisoft Entertainment,"Ubisoft, Ubisoft Montpellier, Ubisoft Annecy, Ubisoft Kiev",Xbox
Grand Theft Auto: San Andreas - The Definitive Edition,11/1/2021,11/1/2021,5/1/2022,53,Rockstar Games,"Rockstar Games, Grove Street Games",Xbox
MX vs. ATV: Alive,5/10/2011,4/1/2022,4/1/2022,,THQ,"THQ Nordic, THQ, Rainbow Studios",XB360/OG Xbox
Another Sight,9/6/2018,4/1/2022,4/1/2022,,"Toplitz Productions, Fish Eagle, shingo","Toplitz Productions, Lunar Great Wall Studios, P.N.studio",XB1/Series X|S
Outlast 2,4/1/2017,5/1/2021,4/1/2022,76,Red Barrels,Red Barrels,Xbox / PC
Cricket 19,5/1/2019,10/1/2020,4/1/2022,73,Big Ant Studios,Big Ant Studios,Xbox / PC
Streets of Rage 4,4/1/2020,4/1/2020,4/1/2022,81,"Playdigious, DotEmu","Playdigious, DotEmu, Lizardcube, Guard Crush Games",Xbox / PC
F1 2019,6/1/2019,7/1/2020,4/1/2022,88,Codemasters,Codemasters,Xbox / PC
Outpost Kaloki X,1/4/2010,4/1/2022,4/1/2022,,Microsoft Studios,NinjaBee,XB360/OG Xbox
Street Power Football,8/25/2020,3/1/2022,4/1/2022,41,Maximum Games,"SFL Games, SFL Interactive, Gamajun",XB1/Series X|S
MLB The Show 21,4/1/2021,4/1/2021,4/1/2022,80,Sony Interactive Entertainment,SCEA San Diego Studio,Xbox
Pathway,4/1/2019,4/1/2021,4/1/2022,68,Chucklefish,Robotality,PC
Rain on Your Parade,4/1/2021,4/1/2021,4/1/2022,78,Unbound Creations,Unbound Creations,Xbox / PC
"Destiny 2: Forsaken, Shadowkeep, Beyond Light",9/1/2017,9/1/2020,4/1/2022,87,Bungie,Bungie,PC
Spongebob's Truth or Square,10/26/2009,3/1/2022,3/1/2022,,THQ,"Heavy Iron Studios, Barking Lizards Technologies",XB360/OG Xbox
The Flame in the Flood,2/23/2016,3/1/2022,3/1/2022,73,"Curve Digital, The Molasses Flood",The Molasses Flood,XB1/Series X|S
Narita Boy,3/1/2021,3/1/2021,3/1/2022,73,Team17 Digital,Studio Koba,Xbox / PC
Madden NFL 20,7/1/2019,11/1/2020,3/1/2022,79,,Electronic Arts,Xbox / PC
Shadow Warrior 2,10/1/2016,12/1/2018,3/1/2022,78,Devolver Digital,"Devolver Digital, Flying Wild Hog",Xbox / PC
Aragami,10/1/2016,3/1/2021,3/1/2022,71,Lince Works,Lince Works,PC
Lost Castle,1/1/2018,3/1/2021,3/1/2022,65,"X.D. Network, Another Indie, Another Indie Studio",Hunter Studio,PC
The Sexy Brutale,4/1/2017,3/1/2021,3/1/2022,83,Tequila Works,"Tequila Works, Cavalier Game Studios",PC
Sacred 2: Fallen Angel,10/10/2008,3/1/2022,3/1/2022,71,cdv Software Entertainment,ASCARON Entertainment,XB360/OG Xbox
Aerial_Knight's Never Yield,5/19/2021,2/1/2022,3/1/2022,70,,,XB1/Series X|S
Torchlight III,6/1/2020,1/1/2021,3/1/2022,67,"Perfect World Entertainment, Steam",Echtra,Xbox / PC
PHOGS!,12/1/2020,12/1/2020,3/1/2022,81,Coatsink,"Coatsink, Bit Loom Games",Xbox / PC
NieR Automata: Become as Gods Edition,2/1/2017,4/1/2020,3/1/2022,90,Square Enix,Platinum Games,Xbox / PC
The Surge 2,9/1/2019,3/1/2020,3/1/2022,78,Focus Home Interactive,"Focus Home Interactive, Deck 13, Deck13, Deck 13 Interactive",Xbox / PC
Titanfall: Deluxe Edition,3/1/2014,11/1/2020,3/1/2022,83,Electronic Arts,"Electronic Arts, Respawn Entertainment, Bluepoint Games",Xbox / PC
Band of Bugs,12/3/2007,2/1/2022,2/1/2022,,NinjaBee,NinjaBee,XB360/OG Xbox
Broken Sword 5: The Serpent's Curse,12/3/2013,2/1/2022,2/1/2022,,"Revolution Software, Revolution",Revolution Software,XB1/Series X|S
Killer Queen Black,10/1/2019,2/1/2021,2/1/2022,83,"LLC, Liquid Bit","BumbleBear, Liquid Bit",Xbox
Touhou Luna Nights,2/1/2019,9/1/2020,2/1/2022,77,"AGM PLAYISM, Vaka Game Magazine","Team Ladybug, Vaka Game Magazine",Xbox / PC
Kingdom Hearts III,1/1/2019,2/1/2020,2/1/2022,80,"Square Enix, Disney Interactive",Square Enix,Xbox
Stealth Inc 2: A Game of Clones,10/1/2014,6/1/2019,2/1/2022,77,Curve Digital,"NVIDIA Lightspeed Studios, Curve Digital, Carbon",Xbox
Hydrophobia,8/12/2010,2/1/2022,2/1/2022,59,Microsoft Studios,Dark Energy Digital,XB360/OG Xbox
Aground,8/8/2018,1/1/2022,2/1/2022,,Fancy Fish Games,"Fancy Fish Games, SnöBox Studio",XB1/Series X|S
Final Fantasy XII: The Zodiac Age,7/1/2017,2/1/2021,2/1/2022,82,Square Enix,Square Enix,Xbox / PC
Project Winter,2/1/2019,2/1/2021,2/1/2022,75,Other Ocean Group,Other Ocean Interactive,Xbox / PC
The Falconeer,11/1/2020,2/1/2021,2/1/2022,65,Wired Productions,Tomas Sala,Xbox / PC
The Medium,1/1/2021,1/1/2021,2/1/2022,74,Bloober Team,Bloober Team,Xbox / PC
Code Vein,9/1/2019,12/1/2020,2/1/2022,75,Bandai Namco Entertainment,"BANDAI NAMCO Entertainment America, Bandai Namco Entertainment",Xbox / PC
Control,8/1/2019,12/1/2020,2/1/2022,84,505 Games,"505 Games, Remedy Entertainment",Xbox / PC
Furi,7/1/2016,3/1/2021,2/1/2022,76,"Plug In Digital, The Game Bakers",The Game Bakers,PC
Space Invaders: Infinity Gene,7/27/2009,1/1/2022,1/1/2022,,Square Enix,Taito,XB360/OG Xbox
NeuroVoider,8/30/2016,1/1/2022,1/1/2022,,"Plug In Digital, Playdius, Plug In Digital Label, PLAYDIUS Ent.","Plug In Digital, Flying Oak Games, Flying Oak",XB1/Series X|S
Prison Architect,10/1/2015,1/1/2021,1/1/2022,83,Introversion Software,"Double Eleven, Introversion Software",PC
Cyber Shadow,1/1/2021,1/1/2021,1/1/2022,83,Yacht Club Games,"Aarne ""MekaSkull"" Hunziker",Xbox / PC
Xeno Crisis,10/1/2019,8/1/2020,1/1/2022,74,,Banyango,Xbox / PC
Nowhere Prophet,10/1/2017,7/1/2020,1/1/2022,73,"No More Robots, Sharkbomb Studios",Sharkbomb Studios,Xbox / PC
LEGRAND LEGACY: Tale of the Fatebounds,1/1/2018,3/1/2021,1/1/2022,67,"Another Indie, Another Indie Studio, Mayflower Entertainment, SEMISOFT",SEMISOFT,PC
This War of Mine,11/1/2014,3/1/2021,1/1/2022,83,11 bit studios,11 Bit Studios,PC
Torchlight II,9/1/2012,3/1/2021,1/1/2022,88,"Perfect World Entertainment, Runic Games, Perfect World","Runic Games, Perfect World Entertainment",PC
Trine 2: Complete Story,12/1/2011,3/1/2021,1/1/2022,84,Frozenbyte,Frozenbyte,PC
Trine: Enchanted Edition,12/1/2017,3/1/2021,1/1/2022,80,Frozenbyte,Frozenbyte,PC
Radiant Silvergun,7/23/1998,1/1/2022,1/1/2022,,"Microsoft Studios, Entertainment Software Publishing, Live Wire","Treasure, Live Wire, TREASURE Co.",XB360/OG Xbox
Tropico 5 – Penultimate Edition,5/22/2014,12/1/2021,1/1/2022,75,Kalypso Media,"Haemimont Games, Kalypso Media",XB1/Series X|S
Ghost of a Tale,3/1/2018,2/1/2021,1/1/2022,75,"Plug In Digital, SeithCG","Plug In Digital, SeithCG",PC
Desperados III,6/1/2020,1/1/2021,1/1/2022,86,THQ Nordic,Mimimi Productions,Xbox / PC
YIIK: A Postmodern RPG,1/1/2019,1/1/2021,1/1/2022,64,Ysbryd Games,"Ysbryd Games Worldwide, Ackk Studios, AckkStudios",PC
Mount & Blade: Warband,3/1/2010,7/1/2020,1/1/2022,59,TaleWorlds Entertainment,"TaleWorlds Entertainment, TaleWorlds Entertainment_TR",Xbox / PC
Pandemic: The Board Game,8/1/2018,8/1/2019,1/1/2022,60,"Asmodee Digital, Z-Man Games","Plug In Digital, Asmodee Digital, F2Z Entertainment",Xbox / PC
PlayerUnknown's Battlegrounds,3/1/2017,11/1/2018,1/1/2022,85,"KRAFTON, Bluehole","Krafton, Bluehole, PUBG",Xbox
Insanely Twisted Shadow Planet,8/3/2011,12/1/2021,12/1/2021,76,Microsoft Studios,Shadow Planet Productions,XB360/OG Xbox
The Escapists 2,8/21/2017,12/1/2021,12/1/2021,74,Team17 Digital,"Team17 Digital, Mouldy Toof Studios",XB1/Series X|S
eFootball PES 2021,9/1/2020,1/1/2021,12/1/2021,73,Konami,Konami Digital Entertainment,Xbox
The Little Acre,12/1/2016,1/1/2021,12/1/2021,75,"Curve Digital, Angel VGD","Curve Digital, Pewter Games Studios",Xbox
Orcs Must Die!,10/5/2011,12/1/2021,12/1/2021,83,"Microsoft Studios, Robot Entertainment",Robot Entertainment,XB360/OG Xbox
Kingdom Two Crowns,12/10/2018,11/1/2021,12/1/2021,85,Raw Fury,"Raw Fury, Noio, Coatsink, Fury Studios, StumpySquid",XB1/Series X|S
Beholder: Complete Edition,1/1/2018,12/1/2020,12/1/2021,74,Koei Tecmo Games,Koei Tecmo,Xbox / PC
Wilmot's Warehouse,8/1/2019,12/1/2020,12/1/2021,85,"Finji, Richard Hogg","Richard Hogg, Hollow Ponds",Xbox / PC
Yooka-Laylee and the Impossible Lair,10/1/2019,12/1/2020,12/1/2021,83,Team17 Digital,"Playtonic Games, playtronic",Xbox / PC
Unto the End,12/1/2020,12/1/2020,12/1/2021,66,Big Sugar,2 Ton Studios,Xbox / PC
The Dark Pictures Anthology: Man Of Medan,8/1/2019,8/1/2020,12/1/2021,69,Bandai Namco Entertainment,Supermassive Games,Xbox / PC
Guacamelee! 2,8/1/2018,6/1/2019,12/1/2021,85,DrinkBox Studios,DrinkBox Studios,Xbox / PC
SUPERHOT,2/1/2016,6/1/2019,12/1/2021,83,"SUPERHOT Team, SUPERHOT","SUPERHOT Team, SUPERHOT",PC
